timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,date,body_pct,high_pct
1617966000000,13.499,14.576,13.236,14.33,70050.496,1617969599999,984664.44236900,5169,37539.71200000,527376.46507600,0,2021-04-09 11:00:00,6.156011556411582,7.978368768056892
1617991200000,13.5,15.0,13.419,15.0,56071.749,1617994799999,806125.70226000,3517,31131.31000000,447583.87144100,0,2021-04-09 18:00:00,11.11111111111111,11.11111111111111
1617994800000,14.995,16.699,14.968,16.014,155617.374,1617998399999,2467107.41841600,9810,90811.73700000,1442313.86288000,0,2021-04-09 19:00:00,6.7955985328442825,11.363787929309787
1618232400000,12.976,14.4,12.934,13.46,400412.987,1618235999999,5530533.56812600,16842,245097.92200000,3390838.44125400,0,2021-04-12 13:00:00,3.7299630086313194,10.974106041923546
1618243200000,12.937,13.817,12.898,13.7,47254.209,1618246799999,632708.47828000,2907,27393.55700000,366552.29339500,0,2021-04-12 16:00:00,5.897812475844477,6.802195253922863
1618340400000,12.365,13.045,12.251,13.044,25492.072,1618343999999,321971.32384900,1502,14076.12700000,178232.60883800,0,2021-04-13 19:00:00,5.491306105944199,5.499393449251919
1618675200000,12.131,14.0,12.021,13.978,88929.17,1618678799999,1168283.76847100,5823,59544.34800000,783668.16594500,0,2021-04-17 16:00:00,15.225455444728379,15.4068090017311
1618862400000,9.648,11.427,9.591,10.479,77555.857,1618865999999,798536.44913500,4511,46990.52100000,484837.38121600,0,2021-04-19 20:00:00,8.613184079601984,18.43905472636816
1618984800000,9.792,10.589,9.79,10.375,35915.195,1618988399999,370201.55443400,2007,21255.47100000,218353.05201100,0,2021-04-21 06:00:00,5.9538398692810475,8.139297385620921
1619125200000,8.887,9.756,8.881,9.129,83864.057,1619128799999,782684.28408300,3748,38600.39700000,360103.30357400,0,2021-04-22 21:00:00,2.72307865421401,9.778327894677616
1619172000000,7.781,8.443,7.779,8.139,11140.972,1619175599999,89981.24816600,514,7350.92700000,59568.74998000,0,2021-04-23 10:00:00,4.600951034571388,8.507903868397378
1619352000000,8.255,9.128,8.255,8.663,40099.284,1619355599999,345724.91468500,1566,23739.05200000,205280.55660300,0,2021-04-25 12:00:00,4.9424591156874556,10.57540884312537
1619395200000,7.872,8.508,7.808,8.299,26171.036,1619398799999,213456.78131500,834,17428.59300000,142543.20325800,0,2021-04-26 00:00:00,5.424288617886174,8.079268292682917
1619748000000,9.424,10.34,9.424,9.997,65164.495,1619751599999,645506.00979400,2819,37812.91700000,374260.72296400,0,2021-04-30 02:00:00,6.08022071307301,9.719864176570463
1619751600000,9.997,10.876,9.987,10.729,61689.235,1619755199999,645912.51718600,3199,34132.45400000,358431.39109900,0,2021-04-30 03:00:00,7.322196658997693,8.792637791337397
1620374400000,8.723,9.219,8.723,9.197,31332.18,1620377999999,283245.96716200,1372,13613.99000000,122768.38364900,0,2021-05-07 08:00:00,5.433910351943121,5.686117161526981
1620849600000,7.766,9.438,7.693,9.099,175847.582,1620853199999,1551967.57362700,6811,98742.44800000,873074.43118600,0,2021-05-12 20:00:00,17.164563481843935,21.529745042492927
1620853200000,9.068,10.862,8.72,9.152,576891.981,1620856799999,5677484.64643300,20699,291103.68000000,2875264.01882100,0,2021-05-12 21:00:00,0.9263343625937321,19.783855315394803
